Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,Latitude,Longitude,Altitude,UTM_easting,UTM_northing,Zone,Letter
1675727413.0558133,114,85815,0,GPS1_Frame,42.33714633333334,-71.09047866666667,15.1,327784.7994690527,4689326.703305226,19,T
1675727414.061802,115,85816,0,GPS1_Frame,42.33715016666667,-71.09048033333333,13.1,327784.6726264687,4689327.132343246,19,T
1675727415.0463932,116,85817,0,GPS1_Frame,42.33715350000001,-71.09048200000001,11.4,327784.54441897455,4689327.505860077,19,T
1675727416.055172,117,85818,0,GPS1_Frame,42.33715616666667,-71.09048316666667,10.0,327784.4555836893,4689327.804335986,19,T
1675727417.0616517,118,85819,0,GPS1_Frame,42.33715833333334,-71.09048433333334,8.9,327784.36538348754,4689328.047290707,19,T
1675727418.0603697,119,85820,0,GPS1_Frame,42.33716033333334,-71.09048583333333,8.1,327784.2472669181,4689328.272413472,19,T
1675727419.0437813,120,85821,0,GPS1_Frame,42.33716166666667,-71.09048716666666,7.4,327784.141061152,4689328.423170423,19,T
1675727420.0463812,121,85822,0,GPS1_Frame,42.33716233333333,-71.09048800000001,7.1,327784.07422756986,4689328.498886457,19,T
1675727421.0526955,122,85823,0,GPS1_Frame,42.33716266666667,-71.09048866666667,6.9,327784.02021473646,4689328.537250804,19,T
1675727422.0571196,123,85824,0,GPS1_Frame,42.33716316666667,-71.09048916666667,6.6,327783.9803875771,4689328.593784663,19,T
1675727423.0428894,124,85825,0,GPS1_Frame,42.337163,-71.09048916666667,6.5,327783.9799326002,4689328.575277597,19,T
1675727424.0494344,125,85826,0,GPS1_Frame,42.337163,-71.0904895,6.4,327783.952471205,4689328.575952706,19,T
1675727425.0602896,126,85827,0,GPS1_Frame,42.337163,-71.0904895,6.1,327783.952471205,4689328.575952706,19,T
1675727426.046921,127,85828,0,GPS1_Frame,42.33716316666667,-71.09048966666666,5.9,327783.9391954875,4689328.594797328,19,T
1675727427.049691,128,85829,0,GPS1_Frame,42.337163333333336,-71.09048966666666,5.7,327783.93965046445,4689328.6133043915,19,T
1675727428.0563948,129,85830,0,GPS1_Frame,42.337163333333336,-71.0904895,5.7,327783.9533811589,4689328.612966837,19,T
1675727429.060622,130,85831,0,GPS1_Frame,42.337163,-71.09048916666667,5.6,327783.9799326002,4689328.575277597,19,T
1675727430.0638535,131,85832,0,GPS1_Frame,42.33716266666667,-71.09048883333334,5.7,327784.0064840398,4689328.537588359,19,T
1675727431.0463524,132,85833,0,GPS1_Frame,42.33716233333333,-71.09048866666667,5.7,327784.01930478297,4689328.500236674,19,T
1675727432.0511422,133,85834,0,GPS1_Frame,42.3371615,-71.09048866666667,5.8,327784.0170298994,4689328.407701351,19,T
1675727433.0583122,134,85835,0,GPS1_Frame,42.33716033333334,-71.09048866666667,6.0,327784.01384506247,4689328.278151898,19,T
1675727434.0574152,135,85836,0,GPS1_Frame,42.3371585,-71.09048833333333,6.2,327784.0363017139,4689328.073899075,19,T
1675727435.0439136,136,85837,0,GPS1_Frame,42.33715666666667,-71.09048783333333,6.4,327784.0724890672,4689327.869308701,19,T
