time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.Latitude,.Longitude,.HDOP,.Altitude,.UTM_easting,.UTM_northing,.Zone,.Letter
2023/02/03/10:45:54.031957,165,6800,0,GPS_Frame 1,42.338760666666666,-71.088717,1.06,15.7,327934.33619862405,4689502.396305321,19,T
2023/02/03/10:45:55.119320,166,6801,0,GPS_Frame 1,42.33876,-71.08871766666667,0.85,15.9,327934.2794588163,4689502.323626133,19,T
2023/02/03/10:45:56.191516,167,6802,0,GPS_Frame 1,42.33876116666667,-71.08872066666666,1.06,15.9,327934.035494802,4689502.4592464715,19,T
2023/02/03/10:45:57.283501,168,6803,0,GPS_Frame 1,42.338762333333335,-71.08872366666667,0.85,15.9,327933.7915307926,4689502.594866822,19,T
2023/02/03/10:45:58.366181,169,6804,0,GPS_Frame 1,42.33876383333333,-71.08872733333332,1.06,15.9,327933.4935546251,4689502.768850399,19,T
2023/02/03/10:45:59.446458,170,6805,0,GPS_Frame 1,42.33876466666667,-71.08873066666666,0.85,15.9,327933.2212207307,4689502.868131178,19,T
2023/02/03/10:46:00.532951,171,6806,0,GPS_Frame 1,42.33876516666666,-71.08873233333334,1.06,15.9,327933.0852810893,4689502.927025105,19,T
2023/02/03/10:46:01.616148,172,6807,0,GPS_Frame 1,42.338765333333335,-71.088734,0.9,15.9,327932.94843223516,4689502.9489049,19,T
2023/02/03/10:46:02.697055,173,6808,0,GPS_Frame 1,42.33876566666666,-71.08873583333335,1.06,15.9,327932.79830764246,4689502.989629036,19,T
2023/02/03/10:46:03.777868,174,6809,0,GPS_Frame 1,42.338765333333335,-71.08873783333334,0.85,15.9,327932.63263426814,4689502.956662184,19,T
2023/02/03/10:46:04.860218,175,6810,0,GPS_Frame 1,42.338764499999996,-71.0887385,0.85,16.0,327932.5754398366,4689502.865475941,19,T
2023/02/03/10:46:05.946694,176,6811,0,GPS_Frame 1,42.338764000000005,-71.08873933333332,1.06,16.0,327932.5054242766,4689502.811641107,19,T
2023/02/03/10:46:07.031503,177,6812,0,GPS_Frame 1,42.338763166666666,-71.08874016666667,0.85,16.2,327932.4344994916,4689502.720792141,19,T
2023/02/03/10:46:08.110777,178,6813,0,GPS_Frame 1,42.338761833333336,-71.08874083333333,0.85,16.3,327932.3759412258,4689502.574084698,19,T
2023/02/03/10:46:09.192714,179,6814,0,GPS_Frame 1,42.338760333333326,-71.08874116666667,1.06,16.4,327932.3443890418,4689502.408195639,19,T
2023/02/03/10:46:10.274909,180,6815,0,GPS_Frame 1,42.33875716666667,-71.08874083333333,1.06,16.5,327932.36321214715,4689502.055886813,19,T
2023/02/03/10:46:11.359680,181,6816,0,GPS_Frame 1,42.338753,-71.08873983333334,1.06,16.6,327932.4342289937,4689501.59118649,19,T
2023/02/03/10:46:12.438828,182,6817,0,GPS_Frame 1,42.33875116666666,-71.0887405,1.06,16.6,327932.3743068888,4689501.388957844,19,T
2023/02/03/10:46:13.525405,183,6818,0,GPS_Frame 1,42.338750499999996,-71.08874283333333,1.28,16.6,327932.1802635557,4689501.319651412,19,T
2023/02/03/10:46:14.607185,184,6819,0,GPS_Frame 1,42.33875,-71.08874483333334,1.06,16.6,327932.0141355282,4689501.268177505,19,T
2023/02/03/10:46:15.694038,185,6820,0,GPS_Frame 1,42.338749166666666,-71.08874733333333,1.06,16.6,327931.8059072291,4689501.18070129,19,T
2023/02/03/10:46:16.776042,186,6821,0,GPS_Frame 1,42.338747833333336,-71.08874999999999,1.06,16.7,327931.58258473716,4689501.038041157,19,T
2023/02/03/10:46:17.856718,187,6822,0,GPS_Frame 1,42.33874566666667,-71.08875366666666,1.06,16.8,327931.2746070699,4689500.80486935,19,T
2023/02/03/10:46:18.939143,188,6823,0,GPS_Frame 1,42.33874616666667,-71.08875916666666,1.28,16.8,327930.82286934013,4689500.871520677,19,T
2023/02/03/10:46:20.023780,189,6824,0,GPS_Frame 1,42.33874633333333,-71.08876333333333,1.06,16.7,327930.48006519093,4689500.898459676,19,T
2023/02/03/10:46:21.111867,190,6825,0,GPS_Frame 1,42.33874600000001,-71.088767,1.06,16.6,327930.1770882495,4689500.868865656,19,T
2023/02/03/10:46:22.192961,191,6826,0,GPS_Frame 1,42.33874566666667,-71.08877066666668,1.06,16.7,327929.8741113026,4689500.839271648,19,T
2023/02/03/10:46:23.278550,192,6827,0,GPS_Frame 1,42.33874349999999,-71.08877233333332,1.06,16.7,327929.7308977823,4689500.602052561,19,T
2023/02/03/10:46:24.361053,193,6828,0,GPS_Frame 1,42.3387415,-71.08877366666667,1.28,16.7,327929.6155995682,4689500.382665989,19,T
2023/02/03/10:46:25.442711,194,6829,0,GPS_Frame 1,42.33873983333333,-71.08877466666667,1.28,16.8,327929.5286712891,4689500.199618991,19,T
2023/02/03/10:46:26.533234,195,6830,0,GPS_Frame 1,42.3387385,-71.08877583333333,1.28,16.9,327929.4289218844,4689500.053923411,19,T
2023/02/03/10:46:27.603619,196,6831,0,GPS_Frame 1,42.33873716666667,-71.08877616666668,1.28,17.0,327929.39782424096,4689499.906541432,19,T
2023/02/03/10:46:28.691870,197,6832,0,GPS_Frame 1,42.33873533333334,-71.08877600000001,1.28,17.0,327929.40655380173,4689499.702626414,19,T
2023/02/03/10:46:29.778179,198,6833,0,GPS_Frame 1,42.33873366666667,-71.088775,1.06,17.0,327929.4843897497,4689499.515532062,19,T
2023/02/03/10:46:30.859028,199,6834,0,GPS_Frame 1,42.338732666666665,-71.08877516666666,1.06,17.1,327929.46793169144,4689499.404826938,19,T
2023/02/03/10:46:31.945751,200,6835,0,GPS_Frame 1,42.338731499999994,-71.08877483333335,1.06,17.1,327929.49221007794,4689499.274602909,19,T
2023/02/03/10:46:33.026379,201,6836,0,GPS_Frame 1,42.3387295,-71.08877516666666,1.06,17.2,327929.45929396496,4689499.05319266,19,T
2023/02/03/10:46:34.109648,202,6837,0,GPS_Frame 1,42.33872800000001,-71.08877566666666,1.28,17.3,327929.414011348,4689498.887640895,19,T
2023/02/03/10:46:35.186613,203,6838,0,GPS_Frame 1,42.33872816666667,-71.08877633333333,1.28,17.2,327929.35954454646,4689498.90749708,19,T
2023/02/03/10:46:36.276248,204,6839,0,GPS_Frame 1,42.338726333333334,-71.08877733333334,1.28,17.3,327929.2721616256,4689498.705943018,19,T
2023/02/03/10:46:37.356956,205,6840,0,GPS_Frame 1,42.33872383333334,-71.088778,1.28,17.6,327929.21042093914,4689498.42968613,19,T
2023/02/03/10:46:38.440638,206,6841,0,GPS_Frame 1,42.33872183333333,-71.08877783333334,1.28,17.9,327929.21869588195,4689498.207264043,19,T
2023/02/03/10:46:39.526345,207,6842,0,GPS_Frame 1,42.33871933333333,-71.08877666666667,1.06,18.1,327929.3079891136,4689497.927297075,19,T
2023/02/03/10:46:40.611945,208,6843,0,GPS_Frame 1,42.338716999999995,-71.08877550000001,1.06,18.3,327929.3977369662,4689497.665837177,19,T
2023/02/03/10:46:41.691671,209,6844,0,GPS_Frame 1,42.33871283333333,-71.0887745,1.06,18.7,327929.4687536876,4689497.20113682,19,T
2023/02/03/10:46:42.774222,210,6845,0,GPS_Frame 1,42.33870983333333,-71.08877383333333,1.28,19.0,327929.5154920167,4689496.8666604925,19,T
2023/02/03/10:46:43.859385,211,6846,0,GPS_Frame 1,42.33870650000001,-71.08877283333332,1.06,19.3,327929.5887818403,4689496.494495475,19,T
2023/02/03/10:46:44.940654,212,6847,0,GPS_Frame 1,42.33870449999999,-71.08877166666666,1.06,19.7,327929.67943895806,4689496.270049716,19,T
2023/02/03/10:46:46.032309,213,6848,0,GPS_Frame 1,42.338702,-71.08877133333334,1.06,20.0,327929.70008043514,4689495.991769152,19,T
2023/02/03/10:46:47.108221,214,6849,0,GPS_Frame 1,42.33869933333334,-71.088771,1.28,20.2,327929.72026730084,4689495.694981519,19,T
2023/02/03/10:46:48.192617,215,6850,0,GPS_Frame 1,42.338696666666664,-71.0887705,1.06,20.4,327929.75418453023,4689495.397856607,19,T
2023/02/03/10:46:49.275246,216,6851,0,GPS_Frame 1,42.33869466666667,-71.08877000000001,1.06,20.4,327929.78992022225,4689495.174759966,19,T
2023/02/03/10:46:50.361454,217,6852,0,GPS_Frame 1,42.3386935,-71.08876933333333,1.06,20.4,327929.84165936103,4689495.043861382,19,T
2023/02/03/10:46:51.443780,218,6853,0,GPS_Frame 1,42.33869249999999,-71.0887685,1.06,20.4,327929.90758347925,4689494.931132586,19,T
2023/02/03/10:46:52.533718,219,6854,0,GPS_Frame 1,42.338693,-71.088768,0.9,20.3,327929.95013841084,4689494.985641954,19,T
2023/02/03/10:46:53.610921,220,6855,0,GPS_Frame 1,42.338693666666664,-71.08876783333334,1.28,20.1,327929.9656872358,4689495.059332943,19,T
2023/02/03/10:46:54.694150,221,6856,0,GPS_Frame 1,42.33869383333334,-71.08876716666667,1.28,19.9,327930.02106329764,4689495.076490897,19,T
2023/02/03/10:46:55.779151,222,6857,0,GPS_Frame 1,42.338694000000004,-71.08876716666667,1.28,19.7,327930.02151791274,4689495.094997965,19,T
2023/02/03/10:46:56.863131,223,6858,0,GPS_Frame 1,42.33869383333334,-71.08876666666667,1.28,19.5,327930.06225438253,4689495.075479063,19,T
2023/02/03/10:46:57.944935,224,6859,0,GPS_Frame 1,42.33869433333333,-71.088766,1.06,19.4,327930.1185396735,4689495.1296511525,19,T
2023/02/03/10:46:59.026369,225,6860,0,GPS_Frame 1,42.33869500000001,-71.08876516666666,1.06,19.2,327930.1890099441,4689495.201993031,19,T
2023/02/03/10:47:00.120268,226,6861,0,GPS_Frame 1,42.33869566666667,-71.08876566666666,0.85,19.0,327930.14963731915,4689495.277033133,19,T
2023/02/03/10:47:01.195851,227,6862,0,GPS_Frame 1,42.338695333333334,-71.08876666666667,0.9,19.0,327930.0663459175,4689495.242042668,19,T
2023/02/03/10:47:02.278478,228,6863,0,GPS_Frame 1,42.33869583333333,-71.08876883333333,1.06,18.9,327929.8892150629,4689495.301948486,19,T
2023/02/03/10:47:03.363149,229,6864,0,GPS_Frame 1,42.338697,-71.0887705,1.06,18.9,327929.75509376195,4689495.434870742,19,T
2023/02/03/10:47:04.448725,230,6865,0,GPS_Frame 1,42.33869783333333,-71.08877166666666,1.06,18.7,327929.6612543118,4689495.529767029,19,T
2023/02/03/10:47:05.530677,231,6866,0,GPS_Frame 1,42.33869866666667,-71.0887725,1.28,18.6,327929.5948755875,4689495.623988762,19,T
2023/02/03/10:47:06.610773,232,6867,0,GPS_Frame 1,42.33869866666667,-71.08877366666667,1.06,18.6,327929.49876306136,4689495.626349716,19,T
2023/02/03/10:47:07.696966,233,6868,0,GPS_Frame 1,42.338696666666664,-71.08877466666667,1.06,18.6,327929.4109254965,4689495.406288584,19,T
2023/02/03/10:47:08.804635,234,6869,0,GPS_Frame 1,42.338695333333334,-71.088775,1.06,18.7,327929.3798278398,4689495.2589066075,19,T
2023/02/03/10:47:09.860301,235,6870,0,GPS_Frame 1,42.33869516666667,-71.08877583333333,1.28,18.6,327929.31072141195,4689495.242085937,19,T
2023/02/03/10:47:10.944353,236,6871,0,GPS_Frame 1,42.33869500000001,-71.08877666666667,1.06,18.6,327929.2416149881,4689495.225265267,19,T
2023/02/03/10:47:12.031950,237,6872,0,GPS_Frame 1,42.33869416666666,-71.0887775,1.06,18.5,327929.17069009214,4689495.134416332,19,T
2023/02/03/10:47:13.114047,238,6873,0,GPS_Frame 1,42.3386935,-71.088778,1.06,18.4,327929.12768053554,4689495.061399902,19,T
2023/02/03/10:47:14.194868,239,6874,0,GPS_Frame 1,42.33869249999999,-71.0887785,1.28,18.5,327929.0837617449,4689494.951369339,19,T
2023/02/03/10:47:15.279155,240,6875,0,GPS_Frame 1,42.33869316666666,-71.08877916666667,1.06,18.3,327929.03065876814,4689495.026746727,19,T
2023/02/03/10:47:16.361228,241,6876,0,GPS_Frame 1,42.3386935,-71.08877966666667,1.06,18.2,327928.99037691846,4689495.064772703,19,T
2023/02/03/10:47:17.444022,242,6877,0,GPS_Frame 1,42.338696,-71.08878116666666,1.06,18.0,327928.8736229313,4689495.345414232,19,T
2023/02/03/10:47:18.526137,243,6878,0,GPS_Frame 1,42.33869833333333,-71.08878233333333,1.06,17.7,327928.78387506143,4689495.606874137,19,T
2023/02/03/10:47:19.615047,244,6879,0,GPS_Frame 1,42.33870149999999,-71.08878383333334,1.28,17.4,327928.66893956845,4689495.961543939,19,T
2023/02/03/10:47:20.695761,245,6880,0,GPS_Frame 1,42.33870650000001,-71.08878433333332,0.9,16.8,327928.6413870568,4689496.517767798,19,T
2023/02/03/10:47:21.776500,246,6881,0,GPS_Frame 1,42.338712,-71.08878583333333,1.28,16.1,327928.53281626,4689497.131536545,19,T
2023/02/03/10:47:22.859004,247,6882,0,GPS_Frame 1,42.338717333333335,-71.08878666666666,1.28,15.4,327928.47871229687,4689497.725449104,19,T
2023/02/03/10:47:23.944206,248,6883,0,GPS_Frame 1,42.338720333333335,-71.088787,1.28,15.0,327928.45943473757,4689498.059250876,19,T
2023/02/03/10:47:25.029431,249,6884,0,GPS_Frame 1,42.338721500000005,-71.08878716666666,1.06,15.0,327928.44888671755,4689498.189137628,19,T
2023/02/03/10:47:26.119641,250,6885,0,GPS_Frame 1,42.33872183333333,-71.08878733333333,1.06,15.1,327928.4360656015,4689498.226489044,19,T
2023/02/03/10:47:27.196743,251,6886,0,GPS_Frame 1,42.338722000000004,-71.08878750000001,1.06,15.1,327928.4227898636,4689498.245333393,19,T
2023/02/03/10:47:28.276606,252,6887,0,GPS_Frame 1,42.33872183333333,-71.08878733333333,1.06,15.2,327928.4360656015,4689498.226489044,19,T
2023/02/03/10:47:29.361005,253,6888,0,GPS_Frame 1,42.33872266666667,-71.088787,1.06,15.2,327928.46579941304,4689498.318349817,19,T
2023/02/03/10:47:30.443345,254,6889,0,GPS_Frame 1,42.338723333333334,-71.08878716666666,1.06,15.3,327928.4538875345,4689498.3927153675,19,T
2023/02/03/10:47:31.526987,255,6890,0,GPS_Frame 1,42.338724666666664,-71.08878716666666,1.06,15.2,327928.4575244923,4689498.540771904,19,T
2023/02/03/10:47:32.614411,256,6891,0,GPS_Frame 1,42.338727,-71.08878633333333,1.06,14.9,327928.53254094307,4689498.79818444,19,T
2023/02/03/10:47:33.690188,257,6892,0,GPS_Frame 1,42.338730000000005,-71.08878566666667,1.06,14.5,327928.5956455107,4689499.129962525,19,T
2023/02/03/10:47:34.775533,258,6893,0,GPS_Frame 1,42.338731666666675,-71.088784,1.06,14.3,327928.73749524367,4689499.3116603885,19,T
2023/02/03/10:47:35.864115,259,6894,0,GPS_Frame 1,42.338733166666664,-71.08878166666666,1.06,14.0,327928.93381176284,4689499.47350206,19,T
2023/02/03/10:47:36.945161,260,6895,0,GPS_Frame 1,42.33873516666666,-71.08878033333333,1.06,13.8,327929.04911000957,4689499.692888624,19,T
2023/02/03/10:47:38.029578,261,6896,0,GPS_Frame 1,42.338737666666674,-71.0887795,1.28,13.5,327929.12458104745,4689499.968808234,19,T
2023/02/03/10:47:39.114196,262,6897,0,GPS_Frame 1,42.33874016666667,-71.08877933333333,1.06,13.3,327929.14513067185,4689500.246076961,19,T
2023/02/03/10:47:40.194309,263,6898,0,GPS_Frame 1,42.338742,-71.08877916666667,1.06,13.2,327929.16386182304,4689500.449317422,19,T
2023/02/03/10:47:41.275412,264,6899,0,GPS_Frame 1,42.33874349999999,-71.08877766666666,1.15,13.0,327929.29152654787,4689500.612845505,19,T
2023/02/03/10:47:42.358086,265,6900,0,GPS_Frame 1,42.3387445,-71.08877616666668,1.06,12.8,327929.4178274103,4689500.720852391,19,T
2023/02/03/10:47:43.447981,266,6901,0,GPS_Frame 1,42.33874533333333,-71.08877433333333,0.85,12.7,327929.57113435667,4689500.809677653,19,T
2023/02/03/10:47:44.536638,267,6902,0,GPS_Frame 1,42.33874616666667,-71.088773,1.43,12.5,327929.6832502462,4689500.899514755,19,T
2023/02/03/10:47:45.612937,268,6903,0,GPS_Frame 1,42.33874633333333,-71.0887705,1.27,12.2,327929.8896601223,4689500.912962638,19,T
2023/02/03/10:47:46.693671,269,6904,0,GPS_Frame 1,42.33874633333333,-71.08876816666665,1.27,12.1,327930.0818850292,4689500.908240737,19,T
2023/02/03/10:47:47.778922,270,6905,0,GPS_Frame 1,42.33874600000001,-71.08876516666666,1.43,12.0,327930.3281221065,4689500.865155598,19,T
2023/02/03/10:47:48.860612,271,6906,0,GPS_Frame 1,42.33874616666667,-71.0887635,1.27,11.9,327930.465880226,4689500.880289886,19,T
2023/02/03/10:47:49.942559,272,6907,0,GPS_Frame 1,42.3387455,-71.08876116666667,1.06,11.9,327930.6562866762,4689500.801539732,19,T
2023/02/03/10:47:51.031886,273,6908,0,GPS_Frame 1,42.33874416666666,-71.08875866666668,1.15,11.9,327930.8586050242,4689500.648424037,19,T
2023/02/03/10:47:52.113203,274,6909,0,GPS_Frame 1,42.33874266666667,-71.08875666666667,1.06,11.9,327931.01927771687,4689500.4778131135,19,T
2023/02/03/10:47:53.193731,275,6910,0,GPS_Frame 1,42.33874183333334,-71.08875533333334,1.06,12.0,327931.1268474641,4689500.382579565,19,T
2023/02/03/10:47:54.275459,276,6911,0,GPS_Frame 1,42.33874133333334,-71.08875450000001,1.43,12.0,327931.1941353816,4689500.325371982,19,T
2023/02/03/10:47:55.363207,277,6912,0,GPS_Frame 1,42.33874133333334,-71.08875433333333,1.06,12.1,327931.207865735,4689500.325034704,19,T
