time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.Latitude,.Longitude,.Altitude,.UTM_easting,.UTM_northing,.Zone,.Letter
2023/02/06/16:47:47.239935,1,9336,2360000,GPS1_Frame,52.53491666666667,13.371649999999999,0.0,389554.04872316355,5821781.7298981035,33,U
2023/02/06/16:47:50.243973,2,9337,2360000,GPS1_Frame,52.53491666666667,13.371649999999999,0.0,389554.04872316355,5821781.7298981035,33,U
2023/02/06/16:47:53.245630,3,9338,2360000,GPS1_Frame,52.53491666666667,13.371649999999999,0.0,389554.04872316355,5821781.7298981035,33,U
