Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,imu.header.seq,imu.header.stamp.secs,imu.header.stamp.nsecs,imu.header.frame_id,imu.orientation.x,imu.orientation.y,imu.orientation.z,imu.orientation.w,imu.orientation_covariance,imu.angular_velocity.x,imu.angular_velocity.y,imu.angular_velocity.z,imu.angular_velocity_covariance,imu.linear_acceleration.x,imu.linear_acceleration.y,imu.linear_acceleration.z,imu.linear_acceleration_covariance,mag_field.header.seq,mag_field.header.stamp.secs,mag_field.header.stamp.nsecs,mag_field.header.frame_id,mag_field.magnetic_field.x,mag_field.magnetic_field.y,mag_field.magnetic_field.z,mag_field.magnetic_field_covariance,VNYMR
1679683301.3780396,13713,1679683301,346812248,IMU1_Frame,0,0,0,,0.059164094572184814,0.0006171214240499583,-0.9679156813525909,0.24420987462908078,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.000231,0.001246,0.00057,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.17,-0.289,-9.776,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.4864,0.2704,0.5006,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,-151.587,+006.594,+001.598,-00.4864,+00.2704,+00.5006,+01.170,-00.289,-09.776,+00.000231,+00.001246,+00.000573*6D\r\n'"
1679683301.4219956,13714,1679683301,371855258,IMU1_Frame,0,0,0,,0.059168288355081866,0.0006069405417164931,-0.9678879811331419,0.2443186469639997,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.001593,0.000282,4e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.132,-0.286,-9.742,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.4813,0.2636,0.5071,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,-151.574,+006.594,+001.600,-00.4813,+00.2636,+00.5071,+01.132,-00.286,-09.742,+00.001593,+00.000282,+00.000048*67\r\n'"
1679683301.4220548,13715,1679683301,396826028,IMU1_Frame,0,0,0,,0.05917034687378814,0.0006057231517729422,-0.9678581300788355,0.24443637861537462,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.000224,-0.000323,0.00051,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.152,-0.258,-9.685,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.4791,0.268,0.5059,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,-151.560,+006.594,+001.601,-00.4791,+00.2680,+00.5059,+01.152,-00.258,-09.685,+00.000224,-00.000323,+00.000510*60\r\n'"
1679683301.4659493,13716,1679683301,421790361,IMU1_Frame,0,0,0,,0.059170277775912765,0.000612435810781917,-0.9678303934231662,0.2445461770640842,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-5.7e-05,-0.000185,-0.00126,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.154,-0.294,-9.746,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.4791,0.268,0.5122,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,-151.547,+006.594,+001.601,-00.4791,+00.2680,+00.5122,+01.154,-00.294,-09.746,-00.000057,-00.000185,-00.001269*60\r\n'"
1679683301.4659796,13717,1679683301,446638107,IMU1_Frame,0,0,0,,0.059163906025210065,0.0006080378648696209,-0.9678052411141742,0.2446472517436693,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.000144,-0.000392,-0.00032,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.072,-0.217,-9.78,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.4887,0.2615,0.5019,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,-151.535,+006.593,+001.602,-00.4887,+00.2615,+00.5019,+01.072,-00.217,-09.780,+00.000144,-00.000392,-00.000325*61\r\n'"
1679683301.5099092,13718,1679683301,471712589,IMU1_Frame,0,0,0,,0.05917226788735235,0.0006179320514562003,-0.9677727521522342,0.24477369357170972,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.001621,-0.001489,0.00015,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.283,-0.154,-9.819,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.4887,0.2649,0.5082,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,-151.520,+006.594,+001.602,-00.4887,+00.2649,+00.5082,+01.283,-00.154,-09.819,-00.001621,-00.001489,+00.000158*6F\r\n'"
1679683301.5099487,13719,1679683301,496645689,IMU1_Frame,0,0,0,,0.0591806445845385,0.0006262790920698435,-0.9677466577360915,0.24487479560314424,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.00103,0.001399,0.00144,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.124,-0.375,-9.6,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.4855,0.2615,0.5058,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,-151.508,+006.595,+001.602,-00.4855,+00.2615,+00.5058,+01.124,-00.375,-09.600,-00.001030,+00.001399,+00.001443*64\r\n'"
1679683301.5539422,13720,1679683301,521599769,IMU1_Frame,0,0,0,,0.059184838171106646,0.0006171360089378599,-0.9677146063278026,0.24500043831314333,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.000962,0.000752,0.00177,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.063,-0.167,-9.828,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.4855,0.2648,0.5058,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,-151.493,+006.595,+001.604,-00.4855,+00.2648,+00.5058,+01.063,-00.167,-09.828,+00.000962,+00.000752,+00.001771*67\r\n'"
1679683301.5574539,13721,1679683301,546612501,IMU1_Frame,0,0,0,,0.05918690139364453,0.0006159221545667566,-0.96768467206726,0.24511814863326192,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.000627,-0.002198,0.00207,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.234,-0.292,-9.879,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.4887,0.2615,0.5044,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,-151.479,+006.595,+001.605,-00.4887,+00.2615,+00.5044,+01.234,-00.292,-09.879,+00.000627,-00.002198,+00.002070*6A\r\n'"
1679683301.5979135,13722,1679683301,571663618,IMU1_Frame,0,0,0,,0.059176250180666586,0.0006289274501516118,-0.9676573089403554,0.24522868575908327,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000521,-0.001213,-0.00058,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.132,-0.469,-9.453,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.4876,0.2648,0.5095,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,-151.466,+006.594,+001.604,-00.4876,+00.2648,+00.5095,+01.132,-00.469,-09.453,-00.000521,-00.001213,-00.000587*64\r\n'"
1679683301.6462758,13723,1679683301,596718311,IMU1_Frame,0,0,0,,0.05916987327690406,0.0006255583709728254,-0.9676278031177814,0.24534663112946112,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.001727,0.0014,0.00057,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.044,-0.044,-9.82,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.4876,0.2648,0.5095,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,-151.452,+006.593,+001.605,-00.4876,+00.2648,+00.5095,+01.044,-00.044,-09.820,+00.001727,+00.001400,+00.000578*61\r\n'"
1679683301.64633,13724,1679683301,621613740,IMU1_Frame,0,0,0,,0.059193103454623204,0.0006117671158615695,-0.9675969250430675,0.2454628136635092,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.001435,0.001509,0.0018,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.133,-0.297,-9.882,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.4865,0.2682,0.507,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,-151.438,+006.595,+001.608,-00.4865,+00.2682,+00.5070,+01.133,-00.297,-09.882,+00.001435,+00.001509,+00.001808*6F\r\n'"
1679683301.6899865,13725,1679683301,646804332,IMU1_Frame,0,0,0,,0.05918244502833796,0.0006252857813722305,-0.9675673796404258,0.24558178489847168,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.001306,-0.002074,-0.00097,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.094,-0.398,-9.455,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.4918,0.2661,0.5069,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,-151.424,+006.594,+001.607,-00.4918,+00.2661,+00.5069,+01.094,-00.398,-09.455,-00.001306,-00.002074,-00.000978*6C\r\n'"
1679683301.690044,13726,1679683301,672382831,IMU1_Frame,0,0,0,,0.05920140303497541,0.000627355222968598,-0.9675407501649501,0.24568210572681157,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.003789,2e-05,0.00085,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.09,0.028,-9.999,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.4886,0.2671,0.5095,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,-151.412,+006.596,+001.608,-00.4886,+00.2671,+00.5095,+01.090,+00.028,-09.999,+00.003789,+00.000020,+00.000856*6E\r\n'"
1679683301.7338853,13727,1679683301,696556568,IMU1_Frame,0,0,0,,0.05922047499842694,0.0005960814875736881,-0.9675038625093999,0.24582281435459352,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.001948,-0.000818,0.00127,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.169,-0.436,-9.669,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.479,0.2713,0.5135,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,-151.395,+006.597,+001.613,-00.4790,+00.2713,+00.5135,+01.169,-00.436,-09.669,+00.001948,-00.000818,+00.001271*6B\r\n'"
1679683301.7339425,13728,1679683301,722345113,IMU1_Frame,0,0,0,,0.059232976948705905,0.0006255559006878714,-0.9674686064742927,0.2459584489467666,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.002144,0.004479,0.00164,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.138,-0.126,-9.839,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.479,0.2713,0.5109,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,-151.379,+006.599,+001.611,-00.4790,+00.2713,+00.5109,+01.138,-00.126,-09.839,-00.002144,+00.004479,+00.001647*68\r\n'"
1679683301.7780008,13729,1679683301,746575832,IMU1_Frame,0,0,0,,0.059232894556159696,0.0006333094738577103,-0.9674364023000488,0.2460850881836341,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.001446,-0.00206,-0.00055,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.201,-0.447,-9.904,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.4876,0.266,0.507,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,-151.364,+006.599,+001.611,-00.4876,+00.2660,+00.5070,+01.201,-00.447,-09.904,+00.001446,-00.002060,-00.000550*61\r\n'"
1679683301.7838657,13730,1679683301,772330045,IMU1_Frame,0,0,0,,0.059247701017435254,0.0006173817172759593,-0.9674058902757752,0.24620148704607508,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.002435,-0.000271,0.00095,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.056,-0.144,-9.554,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.4876,0.2671,0.5082,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,-151.350,+006.600,+001.614,-00.4876,+00.2671,+00.5082,+01.056,-00.144,-09.554,+00.002435,-00.000271,+00.000957*68\r\n'"
1679683301.8300166,13731,1679683301,796540498,IMU1_Frame,0,0,0,,0.059264491039969835,0.0006299810544913142,-0.9673705919262144,0.2463360734889836,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.001477,0.000969,0.00082,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.217,-0.238,-9.661,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.4844,0.2681,0.5096,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,-151.334,+006.602,+001.614,-00.4844,+00.2681,+00.5096,+01.217,-00.238,-09.661,-00.001477,+00.000969,+00.000821*6E\r\n'"
1679683301.8739216,13732,1679683301,822287559,IMU1_Frame,0,0,0,,0.05927069538634835,0.0006483448745878435,-0.9673378762686471,0.24646297379810622,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",6.3e-05,5.5e-05,0.00101,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.243,-0.522,-9.984,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.4865,0.2659,0.507,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,-151.319,+006.603,+001.613,-00.4865,+00.2659,+00.5070,+01.243,-00.522,-09.984,+00.000063,+00.000055,+00.001014*6F\r\n'"
1679683301.8739638,13733,1679683301,846482038,IMU1_Frame,0,0,0,,0.059270604282570284,0.0006566206185165402,-0.9673034541163678,0.24659803724256701,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.000246,0.001326,-0.00013,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.897,-0.044,-9.631,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.4898,0.2616,0.5108,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,-151.303,+006.603,+001.613,-00.4898,+00.2616,+00.5108,+00.897,-00.044,-09.631,+00.000246,+00.001326,-00.000130*66\r\n'"
1679683301.9181266,13734,1679683301,872337341,IMU1_Frame,0,0,0,,0.05927486341463517,0.0006438761559638944,-0.9672862473534916,0.2466645326581677,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.000982,-0.000745,0.00141,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.07,-0.249,-9.632,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.4898,0.2627,0.5057,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,-151.295,+006.603,+001.615,-00.4898,+00.2627,+00.5057,+01.070,-00.249,-09.632,+00.000982,-00.000745,+00.001411*6F\r\n'"
1679683301.9181767,13735,1679683301,896430015,IMU1_Frame,0,0,0,,0.05927478430794727,0.0006511179418523302,-0.9672561043768871,0.246782707125764,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-3.7e-05,-0.00298,-0.0002,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.293,-0.425,-9.579,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.4896,0.2705,0.5069,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,-151.281,+006.603,+001.615,-00.4896,+00.2705,+00.5069,+01.293,-00.425,-09.579,-00.000037,-00.002980,-00.000202*60\r\n'"
1679683301.9620204,13736,1679683301,922240495,IMU1_Frame,0,0,0,,0.05929158433614838,0.0006621789795092214,-0.9672271887117571,0.24689194997540867,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000241,0.000294,-0.00144,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.448,-0.268,-9.971,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.4866,0.2626,0.5058,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,-151.268,+006.605,+001.615,-00.4866,+00.2626,+00.5058,+01.448,-00.268,-09.971,-00.000241,+00.000294,-00.001444*6B\r\n'"
1679683301.962072,13737,1679683301,947228670,IMU1_Frame,0,0,0,,0.05928739426359192,0.0006488205912379141,-0.9672039522298318,0.2469840049563269,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.001206,0.002447,-0.00033,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.126,-0.191,-9.994,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.4748,0.269,0.506,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,-151.257,+006.604,+001.617,-00.4748,+00.2690,+00.5060,+01.126,-00.191,-09.994,-00.001206,+00.002447,-00.000332*6D\r\n'"
1679683302.005994,13738,1679683301,972239732,IMU1_Frame,0,0,0,,0.059295733958443286,0.0006597863809629546,-0.9671668444170212,0.24712724592137258,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.001852,0.004376,0.00039,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.072,-0.298,-9.93,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.4801,0.2702,0.5096,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,-151.240,+006.605,+001.617,-00.4801,+00.2702,+00.5096,+01.072,-00.298,-09.930,-00.001852,+00.004376,+00.000394*6D\r\n'"
1679683302.0080314,13739,1679683301,997132778,IMU1_Frame,0,0,0,,0.059297804779189583,0.0006591083281315205,-0.9671344930388278,0.24725332818611434,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.002469,0.002516,-0.0003,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.885,-0.3,-9.851,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.4854,0.2737,0.512,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,-151.225,+006.605,+001.618,-00.4854,+00.2737,+00.5120,+00.885,-00.300,-09.851,+00.002469,+00.002516,-00.000300*60\r\n'"
1679683302.0498946,13740,1679683302,22199630,IMU1_Frame,0,0,0,,0.059310443089101474,0.0006547517329938673,-0.9670908797020109,0.24742084196351183,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.002452,0.002264,0.00071,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.797,-0.151,-9.815,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.4875,0.2704,0.5107,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,-151.205,+006.606,+001.620,-00.4875,+00.2704,+00.5107,+00.797,-00.151,-09.815,+00.002452,+00.002264,+00.000717*68\r\n'"
1679683302.0940456,13741,1679683302,47160625,IMU1_Frame,0,0,0,,0.05931879251268912,0.0006646894739070121,-0.9670580277654943,0.24754718737455347,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.000173,0.000657,0.00031,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.927,-0.243,-9.89,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.4887,0.2649,0.5108,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,-151.190,+006.607,+001.620,-00.4887,+00.2649,+00.5108,+00.927,-00.243,-09.890,+00.000173,+00.000657,+00.000315*60\r\n'"
1679683302.094099,13742,1679683302,72222948,IMU1_Frame,0,0,0,,0.05933772537168319,0.0006694012998739955,-0.9670203858119159,0.24768964385655662,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.000591,0.003301,0.00088,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.909,-0.277,-10.068,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.4896,0.2749,0.5119,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,-151.173,+006.609,+001.621,-00.4896,+00.2749,+00.5119,+00.909,-00.277,-10.068,+00.000591,+00.003301,+00.000884*61\r\n'"
1679683302.1380465,13743,1679683302,97103595,IMU1_Frame,0,0,0,,0.05935038587875507,0.0006635037152902135,-0.9669831849317856,0.24783182103604692,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.001121,0.004263,0.00131,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.989,-0.184,-9.911,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.4865,0.2693,0.512,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,-151.156,+006.610,+001.623,-00.4865,+00.2693,+00.5120,+00.989,-00.184,-09.911,-00.001121,+00.004263,+00.001310*69\r\n'"
1679683302.1380916,13744,1679683302,122165679,IMU1_Frame,0,0,0,,0.05935872732226733,0.0006739683059366515,-0.9669481151862551,0.24796659007848645,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.001299,0.00381,0.00082,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.013,-0.141,-9.864,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.4865,0.267,0.5083,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,-151.140,+006.611,+001.623,-00.4865,+00.2670,+00.5083,+01.013,-00.141,-09.864,-00.001299,+00.003810,+00.000829*62\r\n'"
1679683302.1819727,13745,1679683302,147072076,IMU1_Frame,0,0,0,,0.059358644538503876,0.0006812203375096519,-0.9669178131358515,0.24808472322572786,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000225,0.003127,-0.00036,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.015,-0.149,-10.065,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.4855,0.267,0.5108,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,-151.126,+006.611,+001.623,-00.4855,+00.2670,+00.5108,+01.015,-00.149,-10.065,-00.000225,+00.003127,-00.000367*60\r\n'"
1679683302.1829438,13746,1679683302,172130823,IMU1_Frame,0,0,0,,0.059371321058090606,0.0006742948898406185,-0.9668848860723775,0.2482100091596309,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000834,0.003077,-0.00131,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.11,-0.127,-9.895,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.4855,0.267,0.5108,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,-151.111,+006.612,+001.625,-00.4855,+00.2670,+00.5108,+01.110,-00.127,-09.895,-00.000834,+00.003077,-00.001318*65\r\n'"
