Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,Latitude,Longitude,HDOP,Altitude,UTM_easting,UTM_northing,Zone,Letter
1675439030.523452,51,6686,0,GPS_Frame 1,42.33879016666666,-71.08874666666667,1.3,5.9,327931.97266301187,4689505.732090752,19,T
1675439031.607264,52,6687,0,GPS_Frame 1,42.33879066666667,-71.0887475,1.3,5.8,327931.9053751397,4689505.78929833,19,T
1675439032.6948695,53,6688,0,GPS_Frame 1,42.33879066666667,-71.08874783333334,1.06,5.8,327931.87791445863,4689505.78997288,19,T
1675439033.773254,54,6689,0,GPS_Frame 1,42.33879083333333,-71.08874766666666,1.11,5.8,327931.8920994108,4689505.808142671,19,T
1675439034.8605337,55,6690,0,GPS_Frame 1,42.33879116666667,-71.08874766666666,1.06,5.8,327931.8930086342,4689505.845156806,19,T
1675439035.9484148,56,6691,0,GPS_Frame 1,42.33879216666666,-71.08874816666666,1.3,5.8,327931.854545284,4689505.957211034,19,T
1675439037.0325537,57,6692,0,GPS_Frame 1,42.338792833333336,-71.088749,1.06,5.8,327931.78771202907,4689506.032925684,19,T
1675439038.108943,58,6693,0,GPS_Frame 1,42.33879266666666,-71.088749,1.06,5.8,327931.787257417,4689506.014418616,19,T
1675439039.196177,59,6694,0,GPS_Frame 1,42.3387925,-71.08874850000001,1.06,5.9,327931.8279938274,4689505.994899723,19,T
1675439040.2792246,60,6695,0,GPS_Frame 1,42.338792,-71.08874783333334,1.06,6.0,327931.8815513526,4689505.938029419,19,T
1675439041.3563704,61,6696,0,GPS_Frame 1,42.33879183333333,-71.088747,1.37,6.0,327931.94974844425,4689505.917835975,19,T
1675439042.446058,62,6697,0,GPS_Frame 1,42.33879149999999,-71.08874633333333,1.06,6.1,327932.0037605845,4689505.879472741,19,T
1675439043.5268674,63,6698,0,GPS_Frame 1,42.33878833333333,-71.08874116666667,1.11,6.6,327932.42076354765,4689505.517382952,19,T
1675439044.612199,64,6699,0,GPS_Frame 1,42.33878800000001,-71.08874,1.06,6.9,327932.51596671686,4689505.4780079005,19,T
1675439045.6944764,65,6700,0,GPS_Frame 1,42.33878766666667,-71.08873799999999,1.06,7.3,327932.67982159497,4689505.43694648,19,T
1675439046.7780633,66,6701,0,GPS_Frame 1,42.33878633333334,-71.088735,1.3,7.6,327932.9233308686,4689505.2828190215,19,T
1675439047.8645837,67,6702,0,GPS_Frame 1,42.33878516666667,-71.08873283333334,1.06,8.0,327933.09864305047,4689505.148885001,19,T
1675439048.9459534,68,6703,0,GPS_Frame 1,42.33878500000001,-71.08873066666666,1.06,8.3,327933.27668289095,4689505.1259933915,19,T
1675439050.0319746,69,6704,0,GPS_Frame 1,42.33878500000001,-71.08872866666667,1.06,8.6,327933.44144699385,4689505.121946124,19,T
1675439051.1210923,70,6705,0,GPS_Frame 1,42.338785333333334,-71.088727,1.06,8.8,327933.5796596297,4689505.15558754,19,T
1675439052.1985667,71,6706,0,GPS_Frame 1,42.33878566666667,-71.08872533333333,1.3,8.9,327933.7178722641,4689505.189228959,19,T
1675439053.2776453,72,6707,0,GPS_Frame 1,42.33878583333333,-71.0887235,1.11,9.1,327933.86936063,4689505.20402604,19,T
1675439054.3632267,73,6708,0,GPS_Frame 1,42.338786,-71.08872133333332,1.06,9.3,327934.0483096803,4689505.218148584,19,T
1675439055.4440944,74,6709,0,GPS_Frame 1,42.3387865,-71.08871933333333,1.3,9.4,327934.21443759697,4689505.269622535,19,T
1675439056.5299094,75,6710,0,GPS_Frame 1,42.33878683333334,-71.08871716666665,1.3,9.6,327934.3938412494,4689505.302252157,19,T
1675439057.6036937,76,6711,0,GPS_Frame 1,42.338786666666664,-71.08871483333334,1.3,9.7,327934.58561142767,4689505.279023309,19,T
1675439058.6923754,77,6712,0,GPS_Frame 1,42.3387865,-71.08871233333333,1.3,9.9,327934.7911119482,4689505.255457196,19,T
1675439059.7746747,78,6713,0,GPS_Frame 1,42.3387865,-71.08871,1.3,10.0,327934.9833367319,4689505.250735427,19,T
1675439060.8587728,79,6714,0,GPS_Frame 1,42.33878716666666,-71.08870716666667,1.3,10.0,327935.21857095114,4689505.319030126,19,T
1675439061.9404924,80,6715,0,GPS_Frame 1,42.338787,-71.088704,1.3,10.1,327935.47899283894,4689505.294114962,19,T
1675439063.0235982,81,6716,0,GPS_Frame 1,42.33878683333334,-71.08870166666667,1.3,10.1,327935.67076302145,4689505.270886144,19,T
1675439064.1083193,82,6717,0,GPS_Frame 1,42.3387865,-71.08869849999999,1.3,10.1,327935.9307303086,4689505.227463926,19,T
1675439065.1900277,83,6718,0,GPS_Frame 1,42.33878566666667,-71.08869583333333,1.3,10.2,327936.1481427731,4689505.129532322,19,T
1675439066.274338,84,6719,0,GPS_Frame 1,42.33878566666667,-71.08869416666667,1.3,10.3,327936.28544619284,4689505.126159656,19,T
1675439067.35901,85,6720,0,GPS_Frame 1,42.33878500000001,-71.08869299999999,1.3,10.4,327936.37974018685,4689505.04977052,19,T
1675439068.4415843,86,6721,0,GPS_Frame 1,42.33878466666667,-71.08869216666668,1.06,10.6,327936.44748269615,4689505.011070054,19,T
1675439069.5223227,87,6722,0,GPS_Frame 1,42.338785333333334,-71.08869133333333,1.06,10.7,327936.5179528047,4689505.0834119925,19,T
1675439070.611754,88,6723,0,GPS_Frame 1,42.33878566666667,-71.0886905,1.06,10.9,327936.58751371136,4689505.1187398,19,T
1675439071.6894734,89,6724,0,GPS_Frame 1,42.338786,-71.08868933333333,1.06,11.1,327936.6845353043,4689505.153393072,19,T
1675439072.7770407,90,6725,0,GPS_Frame 1,42.338786666666664,-71.08868833333332,1.06,11.2,327936.76873575035,4689505.225397746,19,T
1675439073.8600662,91,6726,0,GPS_Frame 1,42.3387865,-71.08868766666666,1.06,11.4,327936.82320251915,4689505.205541616,19,T
1675439074.9454286,92,6727,0,GPS_Frame 1,42.3387865,-71.088687,1.06,11.6,327936.8781238847,4689505.204192555,19,T
1675439076.027314,93,6728,0,GPS_Frame 1,42.338786666666664,-71.08868666666667,1.06,11.8,327936.9060391658,4689505.222025093,19,T
1675439077.111677,94,6729,0,GPS_Frame 1,42.33878616666666,-71.08868666666667,1.06,12.0,327936.90467537066,4689505.1665038895,19,T
1675439078.195474,95,6730,0,GPS_Frame 1,42.33878549999999,-71.088687,1.06,12.2,327936.87539629394,4689505.093150152,19,T
1675439079.2762232,96,6731,0,GPS_Frame 1,42.338784000000004,-71.08868716666666,1.06,12.4,327936.85757456603,4689504.926923811,19,T
1675439080.3638446,97,6732,0,GPS_Frame 1,42.338783,-71.08868733333334,1.06,12.7,327936.84111663094,4689504.816218673,19,T
1675439081.441621,98,6733,0,GPS_Frame 1,42.33878216666667,-71.0886875,1.06,12.8,327936.82511329616,4689504.724020602,19,T
1675439082.530696,99,6734,0,GPS_Frame 1,42.33878200000001,-71.08868733333334,1.06,13.0,327936.83838904003,4689504.705176271,19,T
1675439083.6071005,100,6735,0,GPS_Frame 1,42.338781000000004,-71.088687,1.06,13.2,327936.86312213633,4689504.593459336,19,T
1675439084.6910105,101,6736,0,GPS_Frame 1,42.338781166666664,-71.08868633333333,1.06,13.3,327936.9184981048,4689504.6106173415,19,T
1675439085.7784524,102,6737,0,GPS_Frame 1,42.3387815,-71.08868566666666,1.29,13.1,327936.9743286733,4689504.646282415,19,T
1675439086.8563123,103,6738,0,GPS_Frame 1,42.338782666666674,-71.08868483333335,1.06,13.1,327937.0461625713,4689504.774145561,19,T
1675439087.9387422,104,6739,0,GPS_Frame 1,42.33878333333334,-71.08868383333333,1.06,13.1,327937.13036301755,4689504.846150242,19,T
1675439089.0205762,105,6740,0,GPS_Frame 1,42.33878433333333,-71.08868316666667,1.06,13.1,327937.18801197346,4689504.955843585,19,T
1675439090.108367,106,6741,0,GPS_Frame 1,42.338785333333334,-71.08868266666667,1.06,13.0,327937.23193058406,4689505.065874196,19,T
1675439091.1887922,107,6742,0,GPS_Frame 1,42.33878616666666,-71.08868266666667,1.06,12.9,327937.23420357157,4689505.158409531,19,T
1675439092.2757852,108,6743,0,GPS_Frame 1,42.338786666666664,-71.08868283333332,1.06,12.8,327937.2218370249,4689505.214267998,19,T
1675439093.3554726,109,6744,0,GPS_Frame 1,42.3387875,-71.08868316666667,1.06,12.8,327937.1966493282,4689505.3074778635,19,T
1675439094.4370396,110,6745,0,GPS_Frame 1,42.33878983333334,-71.0886845,1.29,12.7,327937.093170968,4689505.569274924,19,T
1675439095.523481,111,6746,0,GPS_Frame 1,42.3387925,-71.08868633333333,1.29,12.5,327936.94941079034,4689505.869097918,19,T
1675439096.605015,112,6747,0,GPS_Frame 1,42.33879483333333,-71.08868733333334,1.36,12.3,327936.87339312816,4689506.130220451,19,T
1675439097.6872213,113,6748,0,GPS_Frame 1,42.33879716666667,-71.0886885,1.36,12.1,327936.7836451334,4689506.391680254,19,T
1675439098.7680407,114,6749,0,GPS_Frame 1,42.3387985,-71.08869,1.36,12.1,327936.66370887356,4689506.542772183,19,T
1675439099.8567188,115,6750,0,GPS_Frame 1,42.33879916666667,-71.088691,1.11,12.0,327936.58314523665,4689506.618824049,19,T
1675439100.9402783,116,6751,0,GPS_Frame 1,42.33880166666666,-71.08869683333334,1.11,12.3,327936.1094023853,4689506.908234385,19,T
1675439102.0258675,117,6752,0,GPS_Frame 1,42.33880166666666,-71.08869800000001,1.06,12.3,327936.0132900167,4689506.910595254,19,T
1675439103.1098297,118,6753,0,GPS_Frame 1,42.33880216666667,-71.08870066666667,1.06,12.5,327935.79496840795,4689506.971512734,19,T
1675439104.1895218,119,6754,0,GPS_Frame 1,42.33880183333334,-71.08870116666667,1.06,12.5,327935.7528681907,4689506.935510403,19,T
1675439105.276757,120,6755,0,GPS_Frame 1,42.33880216666667,-71.0887025,1.06,12.5,327935.6439346861,4689506.975222679,19,T
1675439106.3578532,121,6756,0,GPS_Frame 1,42.338802,-71.08870316666666,1.06,12.5,327935.588558732,4689506.958064683,19,T
1675439107.439939,122,6757,0,GPS_Frame 1,42.33880183333334,-71.08870366666666,1.06,12.5,327935.54691311583,4689506.94056942,19,T
1675439108.530393,123,6758,0,GPS_Frame 1,42.33880166666666,-71.08870416666667,1.06,12.4,327935.50526749715,4689506.923074156,19,T
1675439109.6129003,124,6759,0,GPS_Frame 1,42.338802,-71.0887055,1.29,12.4,327935.3963339957,4689506.962786437,19,T
1675439110.6923928,125,6760,0,GPS_Frame 1,42.338802,-71.08870583333334,1.06,12.3,327935.3688733197,4689506.963460973,19,T
1675439111.7754593,126,6761,0,GPS_Frame 1,42.33880166666666,-71.08870616666667,1.06,12.2,327935.34050343814,4689506.927121376,19,T
1675439112.8532536,127,6762,0,GPS_Frame 1,42.33880183333334,-71.08870733333333,1.06,12.2,327935.2448456704,4689506.947989323,19,T
1675439113.9416275,128,6763,0,GPS_Frame 1,42.338801333333336,-71.08870816666666,1.06,12.3,327935.1748301705,4689506.894154464,19,T
1675439115.0266788,129,6764,0,GPS_Frame 1,42.33880166666666,-71.08871,1.29,12.3,327935.0247056538,4689506.934878557,19,T
1675439116.1074946,130,6765,0,GPS_Frame 1,42.33880166666666,-71.088712,1.06,12.3,327934.8599415925,4689506.938925788,19,T
1675439117.1912796,131,6766,0,GPS_Frame 1,42.338801333333336,-71.08871383333333,1.06,12.4,327934.70799866255,4689506.905621618,19,T
1675439118.2752743,132,6767,0,GPS_Frame 1,42.33880066666667,-71.0887155,1.06,12.6,327934.5688768597,4689506.834966047,19,T
1675439119.3575819,133,6768,0,GPS_Frame 1,42.33879983333333,-71.08871683333334,1.06,12.7,327934.4567611235,4689506.74512887,19,T
1675439120.4435556,134,6769,0,GPS_Frame 1,42.33879866666666,-71.0887185,1.29,12.8,327934.3162754985,4689506.618952101,19,T
1675439121.5343997,135,6770,0,GPS_Frame 1,42.33879716666667,-71.08872016666666,1.06,13.0,327934.1748806568,4689506.455761202,19,T
1675439122.6146438,136,6771,0,GPS_Frame 1,42.338796,-71.08872133333332,1.06,13.1,327934.075586039,4689506.328572626,19,T
1675439123.699144,137,6772,0,GPS_Frame 1,42.33879433333333,-71.08872166666667,1.06,13.3,327934.0435792974,4689506.1441764925,19,T
1675439124.7756665,138,6773,0,GPS_Frame 1,42.33879033333333,-71.0887195,1.06,14.0,327934.2111631834,4689505.695622357,19,T
1675439125.8632343,139,6774,0,GPS_Frame 1,42.33878733333333,-71.08871833333333,0.9,14.5,327934.29909267393,4689505.360134249,19,T
1675439126.9458392,140,6775,0,GPS_Frame 1,42.33878483333333,-71.08871766666667,0.9,14.9,327934.34719496383,4689505.081179159,19,T
1675439128.027712,141,6776,0,GPS_Frame 1,42.338782666666674,-71.08871733333334,1.06,15.1,327934.36874578183,4689504.839912743,19,T
1675439129.1129737,142,6777,0,GPS_Frame 1,42.338779833333334,-71.08871683333334,1.06,15.5,327934.402208525,4689504.524280788,19,T
1675439130.198976,143,6778,0,GPS_Frame 1,42.338777666666665,-71.08871683333334,1.06,15.6,327934.39629866136,4689504.283688913,19,T
1675439131.2823515,144,6779,0,GPS_Frame 1,42.33877600000001,-71.08871716666665,1.06,15.8,327934.36429192533,4689504.099292781,19,T
1675439132.3550324,145,6780,0,GPS_Frame 1,42.338773999999994,-71.08871666666667,1.06,16.0,327934.40002769843,4689503.876196162,19,T
1675439133.438179,146,6781,0,GPS_Frame 1,42.33877066666667,-71.08871683333334,1.36,16.2,327934.37720525765,4689503.506392086,19,T
1675439134.5263076,147,6782,0,GPS_Frame 1,42.338768333333334,-71.088717,1.11,16.2,327934.3571104449,4689503.247630415,19,T
1675439135.6102266,148,6783,0,GPS_Frame 1,42.33876583333334,-71.08871766666667,1.11,16.3,327934.295369989,4689502.971373487,19,T
1675439136.6896417,149,6784,0,GPS_Frame 1,42.33876516666666,-71.088718,1.11,16.3,327934.26609087706,4689502.898019758,19,T
1675439137.7730997,150,6785,0,GPS_Frame 1,42.338764833333336,-71.0887185,1.36,16.3,327934.22399062663,4689502.862017434,19,T
1675439138.861508,151,6786,0,GPS_Frame 1,42.33876433333333,-71.08871900000001,1.11,16.3,327934.1814357704,4689502.807508044,19,T
1675439139.9481587,152,6787,0,GPS_Frame 1,42.33876283333334,-71.08871900000001,0.9,16.4,327934.17734432337,4689502.640944439,19,T
1675439141.0304954,153,6788,0,GPS_Frame 1,42.3387625,-71.08871966666668,1.36,16.4,327934.12151372636,4689502.605279386,19,T
1675439142.111357,154,6789,0,GPS_Frame 1,42.33876166666667,-71.08871983333333,0.9,16.4,327934.10551035276,4689502.513081321,19,T
1675439143.1966336,155,6790,0,GPS_Frame 1,42.33876166666667,-71.08872,1.11,16.3,327934.09178000595,4689502.513418591,19,T
1675439144.275531,156,6791,0,GPS_Frame 1,42.33876166666667,-71.08871966666668,0.9,16.1,327934.11924069957,4689502.51274405,19,T
1675439145.366715,157,6792,0,GPS_Frame 1,42.338761833333336,-71.08871933333333,1.11,16.0,327934.1471559985,4689502.530576576,19,T
1675439146.4533138,158,6793,0,GPS_Frame 1,42.3387615,-71.08871866666667,0.9,15.9,327934.2011681774,4689502.492213359,19,T
1675439147.5274274,159,6794,0,GPS_Frame 1,42.338762333333335,-71.0887185,1.35,15.7,327934.2171715498,4689502.5844114255,19,T
1675439148.6139598,160,6795,0,GPS_Frame 1,42.3387625,-71.088718,0.85,15.6,327934.2588171968,4689502.601906681,19,T
1675439149.6986945,161,6796,0,GPS_Frame 1,42.33876283333334,-71.08871783333333,1.15,15.5,327934.27345675346,4689502.6385835465,19,T
1675439150.7827718,162,6797,0,GPS_Frame 1,42.33876266666666,-71.08871733333334,0.85,15.4,327934.3141931882,4689502.619064667,19,T
1675439151.8618875,163,6798,0,GPS_Frame 1,42.3387625,-71.0887175,1.06,15.4,327934.3000082367,4689502.600894871,19,T
1675439152.949138,164,6799,0,GPS_Frame 1,42.33876133333333,-71.08871683333334,0.85,15.6,327934.35174739,4689502.469996318,19,T
1675439154.0319574,165,6800,0,GPS_Frame 1,42.338760666666666,-71.088717,1.06,15.7,327934.33619862405,4689502.396305321,19,T
1675439155.1193202,166,6801,0,GPS_Frame 1,42.33876,-71.08871766666667,0.85,15.9,327934.2794588163,4689502.323626133,19,T
1675439156.1915157,167,6802,0,GPS_Frame 1,42.33876116666667,-71.08872066666666,1.06,15.9,327934.035494802,4689502.4592464715,19,T
1675439157.2835011,168,6803,0,GPS_Frame 1,42.338762333333335,-71.08872366666667,0.85,15.9,327933.7915307926,4689502.594866822,19,T
1675439158.3661814,169,6804,0,GPS_Frame 1,42.33876383333333,-71.08872733333332,1.06,15.9,327933.4935546251,4689502.768850399,19,T
1675439159.4464579,170,6805,0,GPS_Frame 1,42.33876466666667,-71.08873066666666,0.85,15.9,327933.2212207307,4689502.868131178,19,T
1675439160.5329514,171,6806,0,GPS_Frame 1,42.33876516666666,-71.08873233333334,1.06,15.9,327933.0852810893,4689502.927025105,19,T
1675439161.616148,172,6807,0,GPS_Frame 1,42.338765333333335,-71.088734,0.9,15.9,327932.94843223516,4689502.9489049,19,T
1675439162.697055,173,6808,0,GPS_Frame 1,42.33876566666666,-71.08873583333335,1.06,15.9,327932.79830764246,4689502.989629036,19,T
1675439163.7778676,174,6809,0,GPS_Frame 1,42.338765333333335,-71.08873783333334,0.85,15.9,327932.63263426814,4689502.956662184,19,T
1675439164.8602176,175,6810,0,GPS_Frame 1,42.338764499999996,-71.0887385,0.85,16.0,327932.5754398366,4689502.865475941,19,T
1675439165.9466937,176,6811,0,GPS_Frame 1,42.338764000000005,-71.08873933333332,1.06,16.0,327932.5054242766,4689502.811641107,19,T
1675439167.0315027,177,6812,0,GPS_Frame 1,42.338763166666666,-71.08874016666667,0.85,16.2,327932.4344994916,4689502.720792141,19,T
1675439168.1107774,178,6813,0,GPS_Frame 1,42.338761833333336,-71.08874083333333,0.85,16.3,327932.3759412258,4689502.574084698,19,T
1675439169.1927145,179,6814,0,GPS_Frame 1,42.338760333333326,-71.08874116666667,1.06,16.4,327932.3443890418,4689502.408195639,19,T
1675439170.274909,180,6815,0,GPS_Frame 1,42.33875716666667,-71.08874083333333,1.06,16.5,327932.36321214715,4689502.055886813,19,T
1675439171.3596797,181,6816,0,GPS_Frame 1,42.338753,-71.08873983333334,1.06,16.6,327932.4342289937,4689501.59118649,19,T
1675439172.438828,182,6817,0,GPS_Frame 1,42.33875116666666,-71.0887405,1.06,16.6,327932.3743068888,4689501.388957844,19,T
1675439173.525405,183,6818,0,GPS_Frame 1,42.338750499999996,-71.08874283333333,1.28,16.6,327932.1802635557,4689501.319651412,19,T
1675439174.6071851,184,6819,0,GPS_Frame 1,42.33875,-71.08874483333334,1.06,16.6,327932.0141355282,4689501.268177505,19,T
1675439175.6940382,185,6820,0,GPS_Frame 1,42.338749166666666,-71.08874733333333,1.06,16.6,327931.8059072291,4689501.18070129,19,T
1675439176.7760417,186,6821,0,GPS_Frame 1,42.338747833333336,-71.08874999999999,1.06,16.7,327931.58258473716,4689501.038041157,19,T
1675439177.8567178,187,6822,0,GPS_Frame 1,42.33874566666667,-71.08875366666666,1.06,16.8,327931.2746070699,4689500.80486935,19,T
1675439178.9391427,188,6823,0,GPS_Frame 1,42.33874616666667,-71.08875916666666,1.28,16.8,327930.82286934013,4689500.871520677,19,T
1675439180.0237796,189,6824,0,GPS_Frame 1,42.33874633333333,-71.08876333333333,1.06,16.7,327930.48006519093,4689500.898459676,19,T
1675439181.1118667,190,6825,0,GPS_Frame 1,42.33874600000001,-71.088767,1.06,16.6,327930.1770882495,4689500.868865656,19,T
1675439182.1929605,191,6826,0,GPS_Frame 1,42.33874566666667,-71.08877066666668,1.06,16.7,327929.8741113026,4689500.839271648,19,T
1675439183.27855,192,6827,0,GPS_Frame 1,42.33874349999999,-71.08877233333332,1.06,16.7,327929.7308977823,4689500.602052561,19,T
1675439184.3610528,193,6828,0,GPS_Frame 1,42.3387415,-71.08877366666667,1.28,16.7,327929.6155995682,4689500.382665989,19,T
1675439185.4427109,194,6829,0,GPS_Frame 1,42.33873983333333,-71.08877466666667,1.28,16.8,327929.5286712891,4689500.199618991,19,T
1675439186.5332341,195,6830,0,GPS_Frame 1,42.3387385,-71.08877583333333,1.28,16.9,327929.4289218844,4689500.053923411,19,T
1675439187.603619,196,6831,0,GPS_Frame 1,42.33873716666667,-71.08877616666668,1.28,17.0,327929.39782424096,4689499.906541432,19,T
1675439188.6918697,197,6832,0,GPS_Frame 1,42.33873533333334,-71.08877600000001,1.28,17.0,327929.40655380173,4689499.702626414,19,T
1675439189.7781792,198,6833,0,GPS_Frame 1,42.33873366666667,-71.088775,1.06,17.0,327929.4843897497,4689499.515532062,19,T
